job title,company,location,job type,date,job skills
Senior .Net Developer,Confidential,"Nasr City, Cairo, Egypt ",Full Time,9 days ago,Experienced · 4 - 8 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Computer Science · Architecture · Design · Information Technology (IT) · Ms-SQL · Programming · Software · quality
SalesForce Developer,Confidential,"Maadi, Cairo, Egypt ",Full Time,9 days ago,Experienced · 4 - 5 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Salesforce · Salesforce CRM · Salesforce Object Query Language · Salesforce Object Search Language · English · Oracle APEX · APEX · Apex Programming
"Pharmacist Assistant ""Dokki Branch""",ZikryPharmacies,"Heliopolis, Cairo, Egypt ",Full Time,9 days ago,Entry Level · 1 - 5 Yrs of Exp · Sales/Retail · Pharmaceutical · Pharmacy · Coordination · Medicine · English · Pharmaceutical · Medical
Customer Service Representative,Etisalat Egypt,"Maadi, Cairo, Egypt ",Full Time,9 days ago,Entry Level · 0 - 2 Yrs of Exp · Customer Service/Support · Customer Service · Customer Support · Customer Care · English
Accountant,Partner & More,"Sheikh Zayed, Giza, Egypt ",Full Time,9 days ago,Entry Level · 1 - 3 Yrs of Exp · Accounting/Finance · Accounting · English · Finance · SAP · Commerce · Financial Analysis · Financial Management · MS Office
"UPS Pre-Sales Engineer ''EMAS Installation""",Elsewedy industries,"New Cairo, Cairo, Egypt ",Full Time,9 days ago,Experienced · 5 - 7 Yrs of Exp · Installation/Maintenance/Repair · Engineering - Mechanical/Electrical · Electrical Engineering · Customer Service · Engineering · Customer Care · Switchgear · Maintenance · Installation · Electrical
Sales Coordinator (Export),Kasr Kabaw Marble,"Maadi, Cairo, Egypt ",Full Time,9 days ago,Experienced · 2+ Yrs of Exp · Administration · Marketing · English · sales skills · Communication · Communication skills
Maintenance Engineer,Cairo Three A  Poultry,"Bahariya Oasis, Giza, Egypt ",Full Time,9 days ago,Entry Level · 1 - 3 Yrs of Exp · Engineering - Construction/Civil/Architecture · Installation/Maintenance/Repair · Electrical · Farms · Engineering · Maintenance · Mechanical Engineering
AP Accountant,Confidential,"Maadi, Cairo, Egypt ",Full Time,9 days ago,Experienced · 2 - 4 Yrs of Exp · Accounting/Finance · accountant · AR · Financial Management · Accounting · AR Accountant · Bookkeeping · English · Financial Analysis · Finance
English Instructor,Engosoft,"Nasr City, Cairo, Egypt ",Full TimePart Time,9 days ago,Entry Level · 1+ Yrs of Exp · Training/Instructor · English · English Instructing · Education · ESL · Instructing · Instructor · Online Teaching · Presentation Skills · Skills
General Accountant - Giza,Confidential,"Mohandessin, Giza, Egypt ",Full Time,9 days ago,Experienced · 5+ Yrs of Exp · Accounting/Finance · Accounting · Cost Accounting · Finance · Real Estate · Construction · English · Microsoft Office · Financial Analysis · excel
Senior Backend Engineer - Python,Trufla,"Heliopolis, Cairo, Egypt ",Full Time,9 days ago,Experienced · 4+ Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Agile · APIs · AWS · Computer Science · Git · Linux · Python · REST
HR Specialist- EL Minya,Confidential,"New Menia, Minya, Egypt ",Full Time,9 days ago,Entry Level · 1 - 3 Yrs of Exp · Human Resources · Human Resources (HR) · Recruitment · Computer Skills · Microsoft Office · Microsoft Word · Microsoft Excel · Communication Skills · Interviewing · HR
Office Assistant,LC Waikiki,"Sheraton, Cairo, Egypt ",Full Time,9 days ago,Entry Level · 2 - 4 Yrs of Exp · Administration · Office Management · Administration · Secretary · Microsoft Office · English · Computer Skills · Microsoft Excel · Microsoft Word · Microsoft PowerPoint (PPT)
Marketing Manager,Scope IMS,"Nasr City, Cairo, Egypt ",Full Time,9 days ago,Manager · 8 - 10 Yrs of Exp · Marketing/PR/Advertising · Marketing · Advertising · Business Administration · Market Research · Events Organizing · booths design · Communication skills · English · media
BIM Architect,Perkel Design & Engineering,"Mokattam, Cairo, Egypt ",Full Time,9 days ago,Experienced · 5+ Yrs of Exp · Engineering - Construction/Civil/Architecture · Architecture · BIM Architect · Revit · BIM · Architectural Engineering · BIM 360 · Engineering
Sales Executive,RISEUP (Endemag for Administrative Skills Development),"Nasr City, Cairo, Egypt ",Full Time,9 days ago,Experienced · 2 - 5 Yrs of Exp · Customer Service/Support · Sales/Retail · Customer · Customer Service · office · Real Estate · Sales · sales skills · Sales Target · Education
Electrical (Power) Engineer,M & A Glass Processing Company,"6th of October, Giza, Egypt ",Full Time,9 days ago,Experienced · 3 - 6 Yrs of Exp · males_only · Installation/Maintenance/Repair · Engineering - Mechanical/Electrical · Electrical Engineering · Electrical · Engineering · Mechanical Engineering · Mechanical · Troubleshooting · Safety Management · Safety
Senior Procurement Engineer - Construction,TRAVCO GROUP,"Sheikh Zayed, Giza, Egypt ",Full Time,9 days ago,Experienced · 3 - 7 Yrs of Exp · Engineering - Construction/Civil/Architecture · Purchasing/Procurement · AutoCAD · Civil · Engineering · English · Logistics · Microsoft Office · Procurement · Purchasing
Equipment Engineer,VIVO,"10th of Ramadan City, Sharqia, Egypt ",Full Time,9 days ago,Experienced · 1 - 3 Yrs of Exp · males_only · Engineering - Mechanical/Electrical · English · Engineering · Equipment Maintenance · equipment · Mechanical Engineering · Mechanical
Lead Auditor,EDECS El Dawlia for Engineering & Contracting,"New Cairo, Cairo, Egypt ",Full Time,9 days ago,Experienced · 5 - 10 Yrs of Exp · Engineering - Construction/Civil/Architecture · Quality · Engineering - Mechanical/Electrical · Civil Engineering · Construction · Engineering · Lead auditor · Microsoft Office · Auditing · quality
Creative Design Architect,Confidential,"Agouza, Giza, Egypt ",Full Time,9 days ago,Experienced · 3 - 6 Yrs of Exp · Engineering - Construction/Civil/Architecture · Architecture · Creative · Design · AutoCAD · photoshop · illustrator · Graphic Design · Adobe Photoshop · Adobe illustrator
Motion Designer - Internship,Bee Interactive Ltd.,"Zamalek, Cairo, Egypt ",Internship,9 days ago,Entry Level · 0 - 1 Yrs of Exp · Creative/Design/Art · Marketing/PR/Advertising · Adobe illustrator · Art · Adobe Photoshop · Design · Graphic Design · Internship · Branding · designing
.Net Developer,National Technology,"Nasr City, Cairo, Egypt ",Full Time,9 days ago,Entry Level · 0 - 3 Yrs of Exp · Installation/Maintenance/Repair · IT/Software Development · Engineering - Telecom/Technology · .Net · ASP.Net · Computer Engineering · Computer Science · CSS · HTML · Information Technology (IT)
Digital Media Strategist,Sarmady,"Mohandessin, Giza, Egypt ",Full Time,9 days ago,Entry Level · 0 - 2 Yrs of Exp · Marketing/PR/Advertising · Media/Journalism/Publishing · Marketing · E-marketing · Social Media · SEO · Digital Media · Digital Marketing · Advertising · KPIs
Customer Service Representative - (Italian Speaker),Majorel Egypt,"Mandara, Alexandria, Egypt ",Full Time,9 days ago,Entry Level · 0 - 1 Yrs of Exp · Customer Service/Support · Customer · Customer Service · Customer Support · English · Customer Care · MS Office · Communication skills · Call Center · Italian
Oracle DBA,National Technology,"Nasr City, Cairo, Egypt ",Full Time,9 days ago,Entry Level · 1 - 3 Yrs of Exp · Installation/Maintenance/Repair · IT/Software Development · Engineering - Telecom/Technology · Computer Science · Database · Cloud · Information Technology (IT) · IT · Oracle · Oracle Database
Sales Account Manager,Worex,"Maadi, Cairo, Egypt ",Full Time,9 days ago,Entry Level · 1 - 3 Yrs of Exp · Customer Service/Support · Sales/Retail · Experience · Sales · Software · Account Management · Sales Target · Sales Skills · ITSM
Marketing Manager,Speed Tech,"Abdeen, Cairo, Egypt ",Full Time,9 days ago,Manager · 5 - 8 Yrs of Exp · Marketing/PR/Advertising · Media/Journalism/Publishing · business · Sales · Marketing · Digital Marketing · Market Research · Marketing Diploma
Property Consultant,Living Yards Developments,"Cairo, Egypt ",Full Time,9 days ago,Entry Level · 1+ Yrs of Exp · Business Development · Customer Service/Support · Sales/Retail · Real Estate · Sales · sales skills · Sales Target
Social Media Moderator,Movibilecases,"Haram, Giza, Egypt ",Full Time,9 days ago,Entry Level · 1 - 2 Yrs of Exp · Customer Service/Support · Social Media · Online Media · Online Marketing · Media · Microsoft Office · E-marketing · Market Research · English · Marketing
Maintenance Engineer,Speed Tech,"Abdeen, Cairo, Egypt ",Full Time,9 days ago,Entry Level · 1 - 3 Yrs of Exp · Installation/Maintenance/Repair · Engineering - Mechanical/Electrical · Electronics · Engineering · communications · Maintenance
CEO Office Manager,Al Ahly capital holding  Al Ahly Tamkeen,"Zamalek, Cairo, Egypt ",Full Time,9 days ago,Experienced · 5 - 10 Yrs of Exp · Administration · business · Office management · Business Administration · Communication skills · English · Secretary · office manager · personal Assistant · Administration
Senior Graphic Designer - 2D -Alexandria,Caduceus Lane,"Alexandria, Egypt ",Full Time,9 days ago,Experienced · 8 - 10 Yrs of Exp · Creative/Design/Art · Media/Journalism/Publishing · Adobe illustrator · Communication · Design · Creative · Adobe Photoshop · Graphic Design · Graphic · Editing
Maintenance Manager,Speed Tech,"Abdeen, Cairo, Egypt ",Full Time,9 days ago,Manager · 5 - 8 Yrs of Exp · Installation/Maintenance/Repair · Engineering - Telecom/Technology · communications · Maintenance · Engineering · Software · Management
Senior .NET Developer,Neom Tech,"Maadi, Cairo, Egypt ",Full Time,9 days ago,Experienced · 5+ Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Computer Science · Information Technology (IT) · Software Development · .NET · Git · Web API · Development · Web Applications
PreSales Manager- Low Current,Confidential,"Nasr City, Cairo, Egypt ",Full Time,9 days ago,Manager · 5 - 8 Yrs of Exp · IT/Software Development · Sales/Retail · Engineering - Telecom/Technology · Sales · Engineering · Sales Skills · Information Technology (IT) · Pre-Sales · CCTV · Security
Senior WordPress Developer,ProfileTree,"Cairo, Egypt ",Full TimeWork From Home,9 days ago,Experienced · 3+ Yrs of Exp · IT/Software Development · Marketing/PR/Advertising · Engineering - Telecom/Technology · Computer Science · Information Technology (IT) · CSS · PHP · WordPress · Development · Shopify
Sales Engineer,Speed Tech,"Abdeen, Cairo, Egypt ",Full Time,9 days ago,Experienced · 2 - 4 Yrs of Exp · Sales/Retail · Engineering · communications · Sales · Electrical · Sales Target · sales skills · Electronics
Solar Design Engineer,Confidential,"Heliopolis, Cairo, Egypt ",Full Time,9 days ago,Experienced · 4 - 8 Yrs of Exp · Engineering - Mechanical/Electrical · Engineering - Oil & Gas/Energy · Engineering - Other · Design · Engineering · Solar Design · Solar · Solar Energy Design · Solar Energy
Senior UI/UX Website Designer,ProfileTree,"Cairo, Egypt ",Full TimeWork From Home,9 days ago,Experienced · 2 - 5 Yrs of Exp · Creative/Design/Art · IT/Software Development · Engineering - Telecom/Technology · Web Design · Adobe Photoshop · Information Technology (IT) · photoshop · UX · UX Design · Figma
Green Hydrogen Plant Design Engineer,Confidential,"Cairo, Egypt ",Full Time,9 days ago,Experienced · 4 - 8 Yrs of Exp · Engineering - Mechanical/Electrical · Engineering - Other · Engineering · Design · Operations · Plant · Power · Mechanical Engineering · English · Energy
Senior PHP Web Developer,GetTechForce.com,"Cairo, Egypt ",Full TimeWork From Home,9 days ago,Experienced · 3+ Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Agile · AWS · Computer Science · CSS · Design · Git · HTML · Information Technology (IT)
Customer Service Agent,Bevatel,"Dokki, Giza, Egypt ",Full Time,9 days ago,Entry Level · 1 - 3 Yrs of Exp · Customer Service/Support · Customer Service · Negotiation · Communication · Steel Industry · Problem Solving · Real Estate · Construction · Customer Care · Sales
Desalination Design Engineer,Confidential,"Cairo, Egypt ",Full Time,9 days ago,Experienced · 4 - 10 Yrs of Exp · Engineering - Mechanical/Electrical · Engineering - Other · AutoCAD · Chemistry · Design · Engineering · Water Treatment · EPC Desalination
Base and Facilities Officer,Medecins Sans Frontieres,"Maadi, Cairo, Egypt ",Full Time,9 days ago,Experienced · 1+ Yrs of Exp · Administration · Logistics/Supply Chain · NGO · MSF · Logistics · Facilities operations · Arabic · Computer Skills · Microsoft Office · Administration
Software Quality Assurance Specialist,Jumia,"Cairo, Egypt ",Full Time,9 days ago,Experienced · 3 - 5 Yrs of Exp · IT/Software Development · Quality · Engineering - Telecom/Technology · QA · Computer Science · Quality Assurance · Software · Testing · API · Perfromance
Business Development Specialist,Horeca Star,"Cairo, Egypt ",Full Time,9 days ago,Entry Level · 1+ Yrs of Exp · Business Development · Sales/Retail · Business Development · Sales · Sales Skills · Sales Target · Communication · English · Outdoor Sales
Business Development Specialist ( Ismalia),Horeca Star,"Ismailia, Ismailia, Egypt ",Full Time,9 days ago,Entry Level · 1+ Yrs of Exp · Business Development · Sales/Retail · Business Development · Sales · Sales Skills · Sales Target · Communication · English · Outdoor Sales
Senior Social Media Designer,Bold Brand,"Mokattam, Cairo, Egypt ",Full Time,9 days ago,Experienced · 3 - 5 Yrs of Exp · Creative/Design/Art · Marketing/PR/Advertising · Media/Journalism/Publishing · illustrator · indesign · Marketing · media · Design · Graphic · Graphic Design
Business Development Specialist (Alex),Horeca Star,"Alexandria, Egypt ",Full Time,9 days ago,Entry Level · 1+ Yrs of Exp · Business Development · Sales/Retail · Business Development · Sales · Sales Skills · Sales Target · Communication · English · Outdoor Sales
Senior Import Officer,Pan Marine Group,"Alexandria, Egypt ",Full Time,9 days ago,Experienced · 5 - 7 Yrs of Exp · Logistics/Supply Chain · Logistics · Export · Supply Chain · English · Shipping · Microsoft Office
Sales Account Manager,KYAN marketing solutions,"New Nozha, Cairo, Egypt ",Full Time,9 days ago,Experienced · 4+ Yrs of Exp · Business Development · Sales/Retail · Pharmaceutical · account manager · Business Development · Negotiation · Pharmacy · Planning · sales skills · Sales Target
3D Graphic Design Specialist,Shiny White Dental Center,"Heliopolis, Cairo, Egypt ",Full Time,9 days ago,Experienced · 3 - 5 Yrs of Exp · Creative/Design/Art · 3D · 3ds Max · Adobe Photoshop · Sketchup · Graphic Design · Design · Adobe illustrator · Creative · Graphic
Receptionist,IDH,"New Cairo, Cairo, Egypt ",Full Time,9 days ago,Entry Level · 0 - 3 Yrs of Exp · Administration · Customer Service/Support · Hospitality/Hotels/Food Services · Admin · Administration · Microsoft Office · Office management · Science · Agriculture
Procurement & Tendering Engineer (Mechanical ),Alhamd Contracting Company,"Maadi, Cairo, Egypt ",Full Time,9 days ago,Experienced · 3 - 5 Yrs of Exp · Purchasing/Procurement · Engineering - Mechanical/Electrical · Construction · Engineering · HVAC · Firefighting · MEP · Plumbing · Tendering
Retail Maintenance Engineer - Giza,Confidential,"6th of October, Giza, Egypt ",Full Time,9 days ago,Experienced · 6 - 10 Yrs of Exp · Installation/Maintenance/Repair · Quality · Engineering - Mechanical/Electrical · Maintenance · Safety · Engineering · Mechanical Engineering · Retail
Accounting & Administration Officer,Blue Ribbon,"New Cairo, Cairo, Egypt ",Full Time,9 days ago,Experienced · 2+ Yrs of Exp · Accounting/Finance · Administration · Administration · Business Administration · Management · Accounting · Finance · English · Time Management · Skills
Customer Service Specialist ( English account),Etisalat Egypt,"Maadi, Cairo, Egypt ",Full Time,9 days ago,Entry Level · Customer Service/Support · Customer Service · Call Center · English account · English
Front Desk/ Office Coordinator,Confidential,"New Cairo, Cairo, Egypt ",Full Time,9 days ago,Experienced · 3 - 10 Yrs of Exp · Administration · Customer Service/Support · Communication skills · Customer Service · English · Front desk · Hospitality · Administration · Microsoft Office · French
Operations Officer - Dokki,Confidential,"Dokki, Giza, Egypt ",Full Time,9 days ago,Entry Level · 0 - 2 Yrs of Exp · Customer Service/Support · Operations/Management · Customer Service · Operations · Microsoft Office · English · MS Office
Operations Officer - Chinese Speaker,Confidential,"Dokki, Giza, Egypt ",Full Time,9 days ago,Entry Level · 0 - 2 Yrs of Exp · Customer Service/Support · Operations/Management · Data Entry · Typing · Customer Service · Customer Care · Microsoft Office · Customer Support · Operations · office
Operations Manager,Talaat Moustafa Group,"Rehab City, Cairo, Egypt ",Full Time,9 days ago,Manager · 8 - 12 Yrs of Exp · Engineering - Construction/Civil/Architecture · Operations/Management · Engineering - Mechanical/Electrical · Administration · Communication · Communication skills · Engineering · Management · Microsoft Office · MS Office
Sales Specialist,Simplex,"Cairo, Egypt ",Full Time,9 days ago,Entry Level · 1 - 3 Yrs of Exp · Sales/Retail · Sales · sales skills · Sales Target
Graphic Designer - Internship,Bee Interactive Ltd.,"Zamalek, Cairo, Egypt ",Internship,9 days ago,Entry Level · 0 - 1 Yrs of Exp · Creative/Design/Art · Marketing/PR/Advertising · Adobe illustrator · Art · Adobe Photoshop · Design · Graphic Design · Internship · Branding · designing
Secretary,RAM FOR INTERNATIONAL TRADING,"10th of Ramadan City, Sharqia, Egypt ",Full Time,9 days ago,Entry Level · 1 - 3 Yrs of Exp · males_only · Administration · Office management · Secretary · Administration
Senior Tour Operator - Inbound,TRAVCO GROUP,"Sheikh Zayed, Giza, Egypt ",Full Time,9 days ago,Experienced · 6 - 9 Yrs of Exp · Customer Service/Support · Tourism/Travel · Communication skills · Computer Skills · Customer Service · Customer Support · English · Inbound · Inbound tourism · Microsoft Office
Front Desk Agent,Gold's Gym Alexandria club,"Smouha, Alexandria, Egypt ",Full Time,9 days ago,Entry Level · 1+ Yrs of Exp · males_only · Administration · Customer Service/Support · IT/Software Development · Administration · Admin · Front Office · Front Desk · Customer Care · Customer Service · Reception
Sales Representative - Alexandria,Gold's Gym Alexandria club,"Smouha, Alexandria, Egypt ",Full Time,9 days ago,Experienced · 2+ Yrs of Exp · Customer Service/Support · Sales/Retail · Marketing · Customer Service · Customer Support · Customer Care · Sales · Sales Skills · Sales Target · Indoor Sales
Planning Engineer,Major for Construction and Decoration,"Sheraton, Cairo, Egypt ",Full Time,9 days ago,Experienced · 3 - 5 Yrs of Exp · Engineering - Construction/Civil/Architecture · Project/Program Management · Planning · Project Management · Engineering · Primavera · Microsoft Project · Civil Engineering · Architecture · Contracting
Senior Storage Backup Engineer,Fawry for Banking Technology and Electronic Payments S.A.E,"Smart Village, Giza, Egypt ",Full Time,9 days ago,Experienced · 3 - 5 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Backup · Engineering · Storage · Hardware · Networks · Information Technology (IT) · Architecture · Virtualization
Senior Software Sales,Crystal Mind,"Cairo, Egypt ",Full Time,9 days ago,Experienced · 4 - 6 Yrs of Exp · IT/Software Development · Sales/Retail · Information Technology (IT) · Software Sales · Sales · Computer Science · Sales Skills · Sales Target · Business Administration · Communication
Customer Support Representative for Back office (((Mail & Chat English Account))),Etisalat Egypt,"Maadi, Cairo, Egypt ",Full Time,9 days ago,Entry Level · 0 - 15 Yrs of Exp · Customer Service/Support · Customer Care · Call Center · Web Chat · Chat Support · Customer Service · Customer Relations · Customer Service Management · Customer Satisfaction · Customer Support
Senior PHP Developer,shop4build,"Maadi, Cairo, Egypt ",Full Time,9 days ago,Experienced · 4+ Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · PHP · MySQL · JavaScript · HTML · CSS3 · Computer Science · MVC · Software Engineering
Partner Success Lead,NowPay,"Giza, Giza, Egypt ",Full Time,9 days ago,Experienced · 2+ Yrs of Exp · Customer Service/Support · Customer Service · Account · Business Administration · Customer Care · Customer Support
Sales Representative,ICONIC design studio,"New Cairo, Cairo, Egypt ",Full Time,9 days ago,Entry Level · 1 - 3 Yrs of Exp · Engineering - Construction/Civil/Architecture · Sales/Retail · Sales · Architecture · sales skills · Representative · Construction · Project Management · Building Materials · English
Warehouse Supervisor,JoviTronix,"Nasr City, Cairo, Egypt ",Full Time,9 days ago,Manager · 2 - 3 Yrs of Exp · males_only · Logistics/Supply Chain · Operations/Management · Inventory Management · Logistics · Supply Chain · Warehousing · Warehouse · English · Management · inventory
Pricing Specialist,KYAN marketing solutions,"New Nozha, Cairo, Egypt ",Full Time,9 days ago,Experienced · 3 - 4 Yrs of Exp · Marketing/PR/Advertising · Procurement · Pricing · Microsoft Office · Microsoft Excel · Microsoft Word · Financial
Receptionist,LINK Development,"Maadi, Cairo, Egypt ",Full Time,9 days ago,Entry Level · 0 - 2 Yrs of Exp · Administration · Administration · Admin · Communication · Communication skills · English · Microsoft Office · Office management · Skills
Payable Accountant,Confidential,"Mohandessin, Giza, Egypt ",Full Time,9 days ago,Experienced · 8 - 12 Yrs of Exp · Accounting/Finance · Accounting · Accounts Payable · Finance · Communication skills · Accounts · Communication · Financial Analysis
Software Tester,Houya Arrow,"Cairo, Egypt ",Full Time,9 days ago,Experienced · 3+ Yrs of Exp · IT/Software Development · Quality · Engineering - Telecom/Technology · Quality Control · Software · Software Tester · Software Testing · Tester · Performance · Information Technology (IT)
English Instructor - Rehab,Berlitz Egypt,"Rehab City, Cairo, Egypt ",Part Time,9 days ago,Entry Level · Education/Teaching · Training/Instructor · English Language · Languages · Linguistics · Translation · Training · Teaching · Education · Communication Skills
Sales Engineer,Al Safy,"Nasr City, Cairo, Egypt ",Full Time,9 days ago,Experienced · 1 - 3 Yrs of Exp · Engineering - Construction/Civil/Architecture · Engineering - Telecom/Technology · Engineering - Mechanical/Electrical · Communication · Engineering · Industry · Negotiation · Presentation · Presentation Skills · ready mix
Outdoor Sales Engineer,Riadco 2000,"Obour City, Cairo, Egypt ",Full Time,9 days ago,Entry Level · 1 - 3 Yrs of Exp · Engineering - Construction/Civil/Architecture · Sales/Retail · Architecture · Communication skills · Design · English · Management · Communication · Outdoor Sales · sales skills
Senior Flutter Developer,Houya Arrow,"Cairo, Egypt ",Full Time,9 days ago,Experienced · 3 - 8 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · flutter · Firebase · Information Technology (IT) · REST · Software Development · Dart Programming · Software Engineering · Computer Science
Digital Marketing Instructor,Learn n' Digital,"Mohandessin, Giza, Egypt ",Part Time,9 days ago,Experienced · 6 - 7 Yrs of Exp · Marketing/PR/Advertising · Media/Journalism/Publishing · Training/Instructor · Social Media · Digital Marketing · Marketing · Content Marketing · Marketing Strategy · Marketing Planning · Content Creation
Senior Quality Control Engineer,LINK Development,"Maadi, Cairo, Egypt ",Full Time,9 days ago,Experienced · 2 - 5 Yrs of Exp · IT/Software Development · Quality · Engineering - Telecom/Technology · Computer Science · CSTE · Engineering · quality · Quality Assurance · Quality Control · Science
Medical Coordinator Support,Medecins Sans Frontieres,"Maadi, Cairo, Egypt ",Full Time,9 days ago,Experienced · 2 - 4 Yrs of Exp · Administration · Medical/Healthcare · Microsoft Office · NGOS · Arabic · English · Doctor · Medical · Results Oriented · Powerpoint
Inventory Controller,MHGroup,"Dokki, Giza, Egypt ",Full Time,9 days ago,Experienced · 4 - 7 Yrs of Exp · Accounting/Finance · Engineering - Construction/Civil/Architecture · Logistics/Supply Chain · Accounting · Logistics · MS Excel · Stock Control · Supply Chain · Finance · SAP
HR Business Partner ( HRBP ) Commercial Sector,Al Watania Poultry,"Smart Village, Giza, Egypt ",Full Time,9 days ago,Experienced · 8 - 10 Yrs of Exp · males_only · Human Resources · Operations/Management · Human Resources (HR) · Manufacturing · FMCG · HR Diploma · Business Partner · HR · Business Administration · Recruitment
Marketing Supervisor,Confidential,"10th of Ramadan City, Sharqia, Egypt ",Full Time,9 days ago,Experienced · 3 - 5 Yrs of Exp · Manufacturing/Production · Marketing/PR/Advertising · Advertising · B2B · Market Research · Online Marketing · Social Media · SEM · SEO · Marketing
Live Chat Support,Asia Innovations Group,"Cairo, Egypt ",Full TimeWork From Home,9 days ago,Entry Level · Customer Service/Support · Chat Support · Customer Care · Customer Service · Customer Support · Live Chat · Web Chat
Technical Office Engineer / Finishing Work,Master,"Alamein, Matruh, Egypt ",Full Time,9 days ago,Experienced · 5 - 7 Yrs of Exp · males_only · Engineering - Construction/Civil/Architecture · architectural · Civil · Engineering · QS · Microsoft Office · Technical Office · Finishing · Finishing Works · AutoCAD
Senior Bookkeeping,Kreston,"Maadi, Cairo, Egypt ",Full Time,9 days ago,Experienced · 4 - 6 Yrs of Exp · Accounting/Finance · Bookkeeping · Finance · Accounting
Senior iOS Developer,Sykes Enterprises,"Maadi, Cairo, Egypt ",Full Time,9 days ago,Experienced · 4 - 6 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · REST · Software Development · Git · iOS · UI · APIs · Computer Science · apple software
test - Investment Analyst,Allianz,"New Cairo, Cairo, Egypt ",Full Time,9 days ago,Experienced · 2 - 4 Yrs of Exp · Accounting/Finance · Analyst/Research · Commerce · Accounting · Auditing · Financial Analysis
Senior Web Developer - Magento 2,shop4build,"Maadi, Cairo, Egypt ",Full Time,9 days ago,Experienced · 2+ Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · E-Commerce · PHP · MySQL · Agile · Information Technology (IT) · Computer Science · Software · CSS
English Speaking Sales Trainer,Confidential,"Cairo, Egypt ",Full TimeWork From Home,9 days ago,Experienced · 2+ Yrs of Exp · Customer Service/Support · Sales/Retail · Training/Instructor · Sales · Training · English · Sales Skills · Sales Target · Customer Service
UI/UX Designer,Spirawn,"Washington, D.C., United States ",Full TimeWork From Home,9 days ago,Experienced · 2 - 4 Yrs of Exp · Creative/Design/Art · IT/Software Development · Engineering - Telecom/Technology · adobe · CSS3 · Design · UI/UX · UX Designer · Information Technology (IT) · illustrator
مهندس تصميم إنشائى و خصر كميات - Structural Design Engineer & Quantity Control,DSC International,"Heliopolis, Cairo, Egypt ",Full Time,9 days ago,Experienced · 3 - 8 Yrs of Exp · Engineering - Construction/Civil/Architecture · Civil Engineer · Engineering · Structural Engineering · Communication Skills
Financial Accountant,Projects House,"Cairo, Egypt ",Full Time,9 days ago,Experienced · 2 - 3 Yrs of Exp · males_only · Accounting/Finance · Accounting · excel · Communication skills · Construction · word
Mall Security Manager,Confidential,"Shorouk City, Cairo, Egypt ",Full Time,9 days ago,Manager · 5 - 7 Yrs of Exp · Administration · Operations/Management · Sales/Retail · Security · Security manager · Security Protocols · Leadership · HSE · Manager · Communication
Planning & Cost Control Engineer,Confidential,"New Cairo, Cairo, Egypt ",Full Time,9 days ago,Experienced · 6+ Yrs of Exp · Engineering - Construction/Civil/Architecture · Project/Program Management · Management · Planning · Project · Project Management · Construction · Cost · Cost Control · Cost Planning
Mechanical Engineer - Fresh Graduate,Confidential,"6th of October, Giza, Egypt ",Full Time,9 days ago,Experienced · 3 - 3 Yrs of Exp · Engineering - Mechanical/Electrical · Mechanical engineer · Engineering
Technical Support,Heliopolis University,"Salam City, Cairo, Egypt ",Full Time,9 days ago,Experienced · 2 - 3 Yrs of Exp · Installation/Maintenance/Repair · IT/Software Development · Engineering - Telecom/Technology · CCNA · Cisco · computer · Computer Science · Engineering · Hardware · Information Technology (IT)
Senior Graphic Designer,42 Group,"Cairo, Egypt ",Full Time,9 days ago,Experienced · 4 - 5 Yrs of Exp · Creative/Design/Art · Marketing/PR/Advertising · Adobe illustrator · Adobe Photoshop · Design · Graphic · Graphic Design · HTML · CSS · Creative
Project Coordinator Assistant,Medecins Sans Frontieres,"Maadi, Cairo, Egypt ",Full Time,9 days ago,Experienced · 2+ Yrs of Exp · Administration · Project/Program Management · Administration · Arabic · English · Microsoft Office · MSF · NGOS · Project Coordination · Project Management
Branding Graphic Designer,Yeshtery,"Rehab City, Cairo, Egypt ",Full TimePart Time,9 days ago,Experienced · 2 - 4 Yrs of Exp · Creative/Design/Art · Marketing/PR/Advertising · Media/Journalism/Publishing · Adobe Photoshop · Graphic Design · Design · Creativity · Adobe illustrator
Plant Manager,Semak,"Fayoum, Egypt ",Full Time,9 days ago,Manager · 15 - 20 Yrs of Exp · Operations/Management · Manufacturing/Production · Manufacturing · Management · Production · Plant · Pharmaceutical
Product Specialist,supremo pharm,"Mokattam, Cairo, Egypt ",Full TimePart Time,9 days ago,Entry Level · 1 - 5 Yrs of Exp · Medical/Healthcare · Sales/Retail · Pharmaceutical · Product Specialist · Derma · Sales · Medical · Pharmacy · Science · Vet
